P_ID,P_Name,Category,Specs,Price,Nro_Ope,Edad_Prom,Flg_Hombre,Flg_Mujer,Per_VenL,Mes_Lanza,Prod_Rat,Flg_M5_post,Und_M6,Und_Ven,Afin_Hombre,Afin_Mujer,Edad_Pts,MesL_Pts,Grupo_Specs,Nom_Gru_Specs,Rango_Precio,Val_Ran_Precio,C1_Rat,C3_Ven,Flag_Exito,Flag_Exito2,Flag_Exito3,Flag_Exito4,Flag_Exito5,Flag_Exito6,Flag_Exito7
PD_21008527,Central,1,after,230.26,1,19,0,1,202405,5,0.0,0,7,7,0.0,0.4976,6,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21009822,Large,0,two,88.21,1,60,1,0,202404,4,0.0,0,2,2,0.4954,0.0,1,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21000226,Upon,2,woman,266.09,1,40,1,0,202301,1,0.0,0,3,3,0.498,0.0,3,3,1.0,1: Arte y creatividad,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21006363,Activity,4,feel,201.88,1,20,0,1,202409,9,0.0,0,3,3,0.0,0.5274,6,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21006904,Word,0,it,389.47,1,47,1,0,202308,8,3.0,0,4,4,0.4954,0.0,4,2,0.0,0: Sin valor temático,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21006598,Why,0,company,143.11,1,25,1,0,202301,1,0.0,0,3,3,0.4954,0.0,6,1,4.0,4: Entorno laboral,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21007973,Spend,1,language,165.88,1,38,1,0,202402,2,4.0,0,5,5,0.4976,0.0,4,2,5.0,5: Entorno social,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21001537,Remain,2,pull,88.51,1,24,1,0,202305,5,2.0,0,10,10,0.498,0.0,7,-1,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21004469,Support,0,one,242.71,1,42,1,0,202404,4,1.0,0,6,6,0.4954,0.0,4,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21009953,Time,2,fall,149.86,1,68,0,1,202411,11,0.0,0,1,1,0.0,0.498,5,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21001077,Of,4,cut,179.5,1,57,0,1,202308,8,2.0,0,7,7,0.0,0.5274,1,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21001934,Image,0,read,62.8,1,61,1,0,202409,9,0.0,0,2,2,0.4954,0.0,1,5,7.0,7: Gestión emocional,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21002568,Want,3,test,17.45,1,47,0,1,202401,1,0.0,0,4,4,0.0,0.5248,4,2,2.0,2: Desarrollo personal,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21004363,Lay,0,available,112.14,1,66,0,1,202311,11,2.0,0,10,10,0.0,0.4954,5,2,4.0,4: Entorno laboral,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21007127,Represent,4,image,477.62,1,37,1,0,202302,2,0.0,0,10,10,0.5274,0.0,2,2,1.0,1: Arte y creatividad,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21007499,Ability,1,treatment,223.06,1,53,1,0,202406,6,5.0,0,10,10,0.4976,0.0,3,2,9.0,9: Instituciones,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21009880,Far,4,time,349.74,1,53,0,1,202409,9,5.0,0,8,8,0.0,0.5274,4,2,7.0,7: Gestión emocional,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21003058,Today,4,particular,339.51,1,63,0,1,202405,5,0.0,0,5,5,0.0,0.5274,5,-1,5.0,5: Entorno social,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21005288,Quality,2,wall,425.8,1,56,1,0,202403,3,0.0,0,8,8,0.498,0.0,4,2,6.0,6: Hogar,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21006848,Fund,4,maybe,328.77,1,40,0,1,202307,7,0.0,0,3,3,0.0,0.5274,2,-1,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21002691,Rest,2,teach,347.66,1,24,1,0,202302,2,0.0,0,10,10,0.498,0.0,7,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21006980,Whole,2,blue,243.37,1,20,0,1,202312,12,0.0,0,1,1,0.0,0.498,7,2,8.0,8: Cuidado personal,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003714,Own,4,week,445.35,1,27,0,1,202311,11,0.0,0,6,6,0.0,0.5274,7,-4,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21009881,Scientist,2,time,119.72,2,54,0,1,202404,4,5.0,0,5,10,0.0,0.498,2,5,7.0,7: Gestión emocional,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21009977,Fall,2,science,207.45,1,69,1,0,202310,10,5.0,0,10,10,0.498,0.0,5,5,9.0,9: Instituciones,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21007474,Phone,1,piece,192.29,1,60,0,1,202302,2,0.0,0,6,6,0.0,0.4976,1,2,3.0,3: Entorno familiar,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21000311,Pm,1,political,167.41,1,43,0,1,202401,1,0.0,0,2,2,0.0,0.4976,2,5,5.0,5: Entorno social,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21001631,Officer,1,minute,388.57,1,22,0,1,202403,3,0.0,0,9,9,0.0,0.4976,6,1,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21002251,Feel,4,standard,56.2,2,31,0,1,202404,4,1.0,1,10,10,0.0,0.5274,7,5,4.0,4: Entorno laboral,De s/10 a s/100,1,0,1,0,0,0,1,1,1,0
PD_21009086,What,2,prepare,366.11,1,64,0,1,202411,11,0.0,0,2,2,0.0,0.498,5,2,2.0,2: Desarrollo personal,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21000413,Do,3,table,247.49,1,69,0,1,202401,1,0.0,0,9,9,0.0,0.5248,6,2,4.0,4: Entorno laboral,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21001562,South,2,nation,430.3,2,44,1,0,202409,9,3.5,0,4,8,0.498,0.0,1,5,5.0,5: Entorno social,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21006486,Sign,2,practice,313.2,1,54,1,0,202301,1,0.0,0,4,4,0.498,0.0,2,3,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21001456,Pm,1,well,304.15,1,25,0,1,202303,3,5.0,0,10,10,0.0,0.4976,6,1,7.0,7: Gestión emocional,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21003037,Account,2,become,221.3,2,38,0,1,202402,2,4.5,0,3,6,0.0,0.498,3,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21005771,Town,3,draw,307.41,1,52,1,0,202401,1,4.0,0,10,10,0.5248,0.0,3,2,1.0,1: Arte y creatividad,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21007036,Color,2,like,369.85,2,33,1,0,202411,11,3.0,0,10,20,0.498,0.0,6,2,0.0,0: Sin valor temático,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21006433,Child,1,under,297.83,1,28,1,0,202310,10,4.0,0,4,4,0.4976,0.0,7,4,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21001035,Loss,3,star,244.96,1,29,0,1,202306,6,0.0,0,3,3,0.0,0.5248,7,2,2.0,2: Desarrollo personal,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21007617,Collection,0,teach,281.75,1,70,1,0,202309,9,0.0,0,6,6,0.4954,0.0,5,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21007876,Total,2,physical,237.58,2,52,1,0,202408,8,4.5,0,1,2,0.498,0.0,2,2,9.0,9: Instituciones,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21000050,Customer,1,feel,358.22,3,18,0,1,202305,5,3.67,0,3,9,0.0,0.4976,6,2,0.0,0: Sin valor temático,De s/301 a s/400,4,1,0,0,0,1,0,0,0,0
PD_21002156,Court,3,her,217.16,1,53,1,0,202412,12,0.0,0,3,3,0.5248,0.0,3,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21001043,Anyone,0,manager,394.46,1,31,0,1,202407,7,5.0,0,6,6,0.0,0.4954,7,5,4.0,4: Entorno laboral,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21001171,For,2,main,69.0,2,70,0,1,202403,3,2.5,0,9,18,0.0,0.498,5,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21007320,Live,2,sell,202.05,1,21,1,0,202311,11,0.0,0,1,1,0.498,0.0,7,2,4.0,4: Entorno laboral,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21009575,Maintain,3,become,423.47,1,18,1,0,202305,5,0.0,0,9,9,0.5248,0.0,5,-1,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21003770,Here,3,conference,252.36,2,20,0,1,202305,5,2.5,1,9,9,0.0,0.5248,5,-1,5.0,5: Entorno social,De s/201 a s/300,3,0,1,0,0,0,1,1,1,0
PD_21001918,Lot,2,fact,497.1,1,22,0,1,202303,3,0.0,0,4,4,0.0,0.498,7,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21002492,Approach,2,way,112.67,1,31,0,1,202302,2,0.0,0,6,6,0.0,0.498,6,2,7.0,7: Gestión emocional,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21004282,Shake,2,range,155.04,1,61,0,1,202307,7,0.0,0,9,9,0.0,0.498,4,-1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21007092,Able,2,team,390.2,1,53,1,0,202303,3,0.0,0,9,9,0.498,0.0,2,2,3.0,3: Entorno familiar,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21004193,Three,1,partner,344.46,1,34,1,0,202412,12,0.0,0,7,7,0.4976,0.0,7,2,4.0,4: Entorno laboral,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21000307,Them,3,mean,40.0,1,48,0,1,202402,2,0.0,0,4,4,0.0,0.5248,4,-1,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21002073,Star,2,investment,40.94,1,35,0,1,202304,4,1.0,0,8,8,0.0,0.498,3,5,5.0,5: Entorno social,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21005094,Board,3,exactly,479.68,1,64,0,1,202412,12,0.0,0,8,8,0.0,0.5248,6,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21005305,Indeed,2,hope,351.37,1,31,0,1,202306,6,0.0,0,9,9,0.0,0.498,6,0,7.0,7: Gestión emocional,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21005777,Occur,3,month,187.94,1,48,0,1,202401,1,0.0,0,7,7,0.0,0.5248,4,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21000854,Score,1,create,56.9,1,41,1,0,202306,6,0.0,0,1,1,0.4976,0.0,4,2,10.0,10: Innovación,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21002596,Something,0,factor,397.73,1,68,1,0,202309,9,0.0,0,1,1,0.4954,0.0,5,5,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21003112,Can,0,century,298.75,1,48,1,0,202301,1,0.0,0,9,9,0.4954,0.0,4,1,5.0,5: Entorno social,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003330,Light,1,game,195.18,1,34,0,1,202412,12,0.0,0,9,9,0.0,0.4976,7,2,2.0,2: Desarrollo personal,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21005373,Policy,2,measure,58.39,1,31,1,0,202406,6,5.0,0,5,5,0.498,0.0,6,0,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21007029,President,3,agreement,153.16,2,33,1,0,202301,1,0.0,0,1,2,0.5248,0.0,7,2,4.0,4: Entorno laboral,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21000432,Doctor,3,second,364.28,1,18,0,1,202409,9,1.0,0,5,5,0.0,0.5248,5,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21007106,Generation,0,despite,24.0,1,37,0,1,202403,3,0.0,0,1,1,0.0,0.4954,3,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21005118,Represent,4,thought,150.22,1,23,1,0,202403,3,2.0,0,7,7,0.5274,0.0,6,-1,7.0,7: Gestión emocional,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21000205,Attack,0,sell,343.88,1,46,0,1,202301,1,4.0,0,9,9,0.0,0.4954,4,1,4.0,4: Entorno laboral,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21001095,Among,0,value,487.14,1,29,1,0,202301,1,0.0,0,1,1,0.4954,0.0,7,1,4.0,4: Entorno laboral,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21002196,Bank,4,must,339.23,1,70,1,0,202412,12,2.0,0,6,6,0.5274,0.0,5,1,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21004323,Occur,3,per,49.77,1,34,1,0,202411,11,4.0,0,10,10,0.5248,0.0,7,-1,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21005358,Nice,4,federal,95.0,1,59,1,0,202407,7,0.0,0,1,1,0.5274,0.0,1,-1,9.0,9: Instituciones,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21006754,Drop,0,weight,243.78,1,24,0,1,202305,5,1.0,0,7,7,0.0,0.4954,6,6,8.0,8: Cuidado personal,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21002623,Which,4,day,141.82,1,50,1,0,202305,5,0.0,0,9,9,0.5274,0.0,4,-1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21003215,Thought,4,stop,227.48,1,22,1,0,202311,11,0.0,0,5,5,0.5274,0.0,6,-4,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21006636,Huge,1,doctor,217.84,1,69,0,1,202405,5,2.0,0,8,8,0.0,0.4976,5,2,9.0,9: Instituciones,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21006957,Thus,1,especially,440.61,1,39,0,1,202401,1,0.0,0,9,9,0.0,0.4976,4,5,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21001416,Thank,1,sure,118.0,1,56,0,1,202407,7,0.0,0,3,3,0.0,0.4976,1,0,7.0,7: Gestión emocional,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21001124,Candidate,0,fly,295.35,1,34,0,1,202306,6,0.0,0,4,4,0.0,0.4954,7,2,2.0,2: Desarrollo personal,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21001152,Much,4,group,392.79,1,24,1,0,202304,4,2.0,0,7,7,0.5274,0.0,6,5,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21002367,Eye,1,sea,143.9,2,26,1,1,202306,6,0.0,0,2,10,0.4976,0.4976,7,2,6.0,6: Hogar,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21003773,Who,0,language,273.15,1,65,1,0,202401,1,1.0,0,6,6,0.4954,0.0,5,1,5.0,5: Entorno social,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003079,Service,1,speech,491.46,2,37,1,1,202303,3,2.0,0,4,9,0.4976,0.4976,4,1,5.0,5: Entorno social,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21000717,Appear,4,begin,357.59,1,54,1,0,202412,12,5.0,0,6,6,0.5274,0.0,4,1,0.0,0: Sin valor temático,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21007565,Factor,2,southern,193.43,1,54,0,1,202407,7,1.0,0,7,7,0.0,0.498,2,-1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21000019,Today,0,maybe,48.37,1,60,1,0,202310,10,0.0,0,6,6,0.4954,0.0,1,5,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21000183,Behind,1,food,465.87,1,63,0,1,202403,3,0.0,0,3,3,0.0,0.4976,5,1,3.0,3: Entorno familiar,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21003151,Base,2,board,52.56,1,34,1,0,202410,10,4.0,0,4,4,0.498,0.0,6,5,2.0,2: Desarrollo personal,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21005132,Threat,4,pay,29.86,1,24,1,0,202310,10,0.0,0,10,10,0.5274,0.0,6,2,4.0,4: Entorno laboral,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21008134,Yeah,2,under,229.17,1,52,1,0,202408,8,0.0,0,1,1,0.498,0.0,2,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21008763,Suddenly,1,central,11.56,1,33,0,1,202301,1,0.0,0,9,9,0.0,0.4976,7,5,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21000452,Hospital,2,state,363.4,4,22,1,0,202312,12,3.75,0,8,32,0.498,0.0,7,2,0.0,0: Sin valor temático,De s/301 a s/400,4,1,0,0,0,1,0,0,0,0
PD_21002209,Him,3,throw,351.99,1,28,1,0,202304,4,2.0,0,4,4,0.5248,0.0,7,5,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21005773,Base,1,expect,29.9,1,23,1,0,202303,3,0.0,0,7,7,0.4976,0.0,6,1,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21006650,Find,4,part,486.83,1,38,1,0,202412,12,0.0,0,6,6,0.5274,0.0,2,1,7.0,7: Gestión emocional,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21008553,Fear,2,art,376.51,1,62,1,0,202312,12,0.0,0,5,5,0.498,0.0,4,2,1.0,1: Arte y creatividad,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21004065,Never,2,for,408.46,1,31,0,1,202403,3,0.0,0,3,3,0.0,0.498,6,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21002223,Mention,0,defense,340.68,1,30,0,1,202304,4,4.0,0,3,3,0.0,0.4954,7,2,2.0,2: Desarrollo personal,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21004802,For,1,four,118.59,1,64,0,1,202310,10,0.0,0,3,3,0.0,0.4976,5,4,2.0,2: Desarrollo personal,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21008972,Team,3,adult,198.07,1,43,1,0,202401,1,3.0,0,7,7,0.5248,0.0,4,2,4.0,4: Entorno laboral,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21000578,Opportunity,2,until,389.56,1,70,0,1,202309,9,1.0,0,9,9,0.0,0.498,5,5,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21004270,Up,0,magazine,153.85,2,59,1,0,202408,8,3.5,0,5,10,0.4954,0.0,1,2,1.0,1: Arte y creatividad,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21000821,Current,1,bag,109.31,1,58,0,1,202411,11,4.0,0,7,7,0.0,0.4976,1,-1,8.0,8: Cuidado personal,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21005072,Beat,3,organization,440.28,1,61,1,0,202308,8,1.0,0,7,7,0.5248,0.0,1,5,5.0,5: Entorno social,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21002206,Ok,4,type,106.78,2,50,0,1,202411,11,2.0,0,7,14,0.0,0.5274,4,-4,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21003156,Next,0,force,431.29,1,57,0,1,202307,7,0.0,0,1,1,0.0,0.4954,1,5,2.0,2: Desarrollo personal,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21003179,Others,0,half,328.23,1,46,1,0,202307,7,2.0,0,4,4,0.4954,0.0,4,5,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21004010,Remember,1,position,427.22,2,36,1,0,202412,12,1.5,0,6,12,0.4976,0.0,4,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21006064,Want,4,appear,176.98,1,68,0,1,202405,5,0.0,0,7,7,0.0,0.5274,5,-1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21009834,Soldier,4,lot,241.92,2,41,0,1,202312,12,0.0,0,4,6,0.0,0.5274,2,1,7.0,7: Gestión emocional,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21000838,Anything,2,material,139.77,1,32,1,0,202301,1,0.0,0,9,9,0.498,0.0,6,3,8.0,8: Cuidado personal,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21000865,Provide,2,here,283.52,1,36,0,1,202407,7,0.0,0,1,1,0.0,0.498,3,-1,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21001663,Your,2,future,398.66,1,52,1,0,202408,8,0.0,0,2,2,0.498,0.0,2,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21003444,Check,0,agency,381.09,1,20,1,0,202401,1,0.0,0,10,10,0.4954,0.0,6,1,5.0,5: Entorno social,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21008406,Drop,1,later,151.47,1,68,1,0,202304,4,2.0,0,7,7,0.4976,0.0,5,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21004468,Remember,4,view,113.67,1,19,1,0,202401,1,2.0,0,4,4,0.5274,0.0,6,5,1.0,1: Arte y creatividad,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21005356,Institution,0,instead,55.34,2,36,0,1,202311,11,3.5,0,9,18,0.0,0.4954,3,2,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21001858,Garden,4,poor,251.78,1,51,0,1,202302,2,0.0,0,3,3,0.0,0.5274,4,2,7.0,7: Gestión emocional,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003605,According,3,campaign,201.06,1,31,1,0,202306,6,0.0,0,6,6,0.5248,0.0,7,2,5.0,5: Entorno social,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21005486,Side,1,price,245.17,1,35,1,0,202405,5,1.0,0,1,1,0.4976,0.0,4,2,4.0,4: Entorno laboral,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21006086,Foreign,0,bill,353.74,1,56,0,1,202401,1,0.0,0,8,8,0.0,0.4954,1,1,4.0,4: Entorno laboral,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21009703,Sign,3,floor,429.73,2,56,1,0,202303,3,3.5,0,2,4,0.5248,0.0,1,2,6.0,6: Hogar,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21003792,Painting,1,expect,265.24,1,55,1,0,202401,1,0.0,0,10,10,0.4976,0.0,3,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21007611,Including,4,others,269.5,1,70,1,0,202409,9,3.0,0,2,2,0.5274,0.0,5,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21006747,Spring,1,hit,74.65,1,25,0,1,202411,11,1.0,0,9,9,0.0,0.4976,6,-1,7.0,7: Gestión emocional,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21001527,Week,1,look,211.65,1,35,1,0,202309,9,0.0,0,4,4,0.4976,0.0,4,2,7.0,7: Gestión emocional,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21002336,Their,1,approach,227.56,1,48,0,1,202407,7,0.0,0,6,6,0.0,0.4976,2,0,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21008436,Drug,1,politics,303.29,1,64,1,0,202402,2,2.0,0,8,8,0.4976,0.0,5,2,5.0,5: Entorno social,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21009831,Weight,4,quickly,292.51,2,53,1,0,202304,4,0.0,0,9,15,0.5274,0.0,4,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21008612,Woman,1,own,453.82,1,43,1,0,202309,9,0.0,0,2,2,0.4976,0.0,2,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21009924,Number,4,imagine,59.39,2,34,1,0,202303,3,4.5,0,3,6,0.5274,0.0,7,-1,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21009587,Sure,0,yet,227.95,2,63,0,1,202403,3,3.5,0,9,18,0.0,0.4954,5,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21004453,Course,0,low,361.13,1,66,0,1,202306,6,0.0,0,8,8,0.0,0.4954,5,2,8.0,8: Cuidado personal,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21005350,Product,4,price,267.81,1,68,1,0,202302,2,0.0,0,5,5,0.5274,0.0,5,2,4.0,4: Entorno laboral,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21000876,Edge,2,increase,128.12,1,47,1,0,202410,10,0.0,0,5,5,0.498,0.0,1,5,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21007010,Little,2,upon,470.9,1,37,1,0,202304,4,0.0,0,3,3,0.498,0.0,3,5,2.0,2: Desarrollo personal,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21008062,Time,4,public,129.44,1,48,0,1,202310,10,0.0,0,4,4,0.0,0.5274,3,2,5.0,5: Entorno social,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21003874,Care,3,member,302.74,1,38,0,1,202302,2,0.0,0,1,1,0.0,0.5248,2,-1,4.0,4: Entorno laboral,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21009540,Easy,4,allow,363.01,1,63,1,0,202401,1,5.0,0,4,4,0.5274,0.0,5,5,0.0,0: Sin valor temático,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
