P_ID,P_Name,Category,Specs,Price,Nro_Ope,Edad_Prom,Flg_Hombre,Flg_Mujer,Per_VenL,Mes_Lanza,Prod_Rat,Flg_M5_post,Und_M6,Und_Ven,Afin_Hombre,Afin_Mujer,Edad_Pts,MesL_Pts
PD_21001774,Beautiful,Electronics,sure,499.56,2,51,0,1,202405,5,4,0,9,18,0.0000,0.4976,3,2
PD_21008745,National,Electronics,environmental,388.41,2,41,1,0,202308,8,0,0,8,14,0.4976,0.0000,4,4
PD_21009064,Dinner,Fitness,current,467.91,1,33,0,1,202308,8,0,0,2,2,0.0000,0.5248,7,5
PD_21009947,Box,"Home Appliance",ready,336.05,1,59,1,0,202303,3,0,0,4,4,0.5274,0.0000,1,-1
PD_21002452,Consider,Fashion,learn,242.63,1,28,0,1,202412,12,0,0,1,1,0.0000,0.4980,6,2
PD_21001791,Ok,"Home Appliance",never,268.62,1,36,1,0,202412,12,0,0,3,3,0.5274,0.0000,2,1
PD_21002884,Sort,Fitness,go,54.83,1,22,0,1,202304,4,0,0,5,5,0.0000,0.5248,5,5
PD_21004129,Present,Electronics,that,125,1,48,1,0,202309,9,2,0,7,7,0.4976,0.0000,2,2
PD_21006043,Cell,Electronics,artist,329.05,1,30,1,0,202310,10,0,0,1,1,0.4976,0.0000,7,4
PD_21008219,Sometimes,Fashion,people,98.89,1,42,1,0,202309,9,3,0,9,9,0.4980,0.0000,1,5
PD_21009478,Avoid,Fashion,difficult,38.19,1,37,0,1,202302,2,0,0,1,1,0.0000,0.4980,3,2
PD_21006267,Note,"Home Appliance",expect,399.07,1,26,1,0,202407,7,3,0,10,10,0.5274,0.0000,7,-1
PD_21001903,More,Books,audience,107.61,3,33,1,1,202303,3,1.67,1,12,21,0.4954,0.4954,7,2
PD_21001929,Region,Fashion,describe,410.88,4,55,0,1,202308,8,0,1,18,30,0.0000,0.4980,2,2
PD_21007017,Condition,Electronics,try,161.26,2,47,1,0,202403,3,1.5,1,15,15,0.4976,0.0000,2,1
PD_21002618,Top,Fashion,impact,97.76,1,47,1,0,202303,3,5,0,8,8,0.4980,0.0000,1,2
PD_21007154,Officer,Fashion,chance,15.58,1,52,0,1,202307,7,0,0,5,5,0.0000,0.4980,2,-1
PD_21009528,Imagine,"Home Appliance",stay,353.82,1,29,0,1,202308,8,0,0,1,1,0.0000,0.5274,7,2
PD_21000174,Democratic,Books,guy,361.54,2,27,0,1,202409,9,4,0,1,2,0.0000,0.4954,7,5
PD_21009314,Recognize,Fashion,career,330.35,2,35,0,1,202311,11,1,0,10,18,0.0000,0.4980,3,2
PD_21002586,Experience,Electronics,movement,101.48,1,49,1,0,202401,1,5,0,5,5,0.4976,0.0000,3,5
PD_21004370,Leave,Fashion,let,344.23,1,63,0,1,202406,6,0,0,2,2,0.0000,0.4980,5,0
PD_21004499,Role,Fashion,activity,190.48,1,38,0,1,202407,7,0,0,3,3,0.0000,0.4980,3,-1
PD_21000140,Prevent,Books,long,224.37,1,51,1,0,202409,9,4,0,5,5,0.4954,0.0000,2,5
PD_21001395,Short,Electronics,culture,184.98,2,38,0,1,202305,5,2,0,7,8,0.0000,0.4976,4,2
PD_21002361,Make,Fashion,cup,151.62,1,47,1,0,202306,6,0,0,4,4,0.4980,0.0000,1,0
PD_21009494,Thousand,Fitness,according,290.8,1,35,0,1,202308,8,0,0,9,9,0.0000,0.5248,2,5
PD_21008949,Fight,Fitness,all,407.15,1,35,1,0,202301,1,0,0,10,10,0.5248,0.0000,2,2
PD_21000339,History,Fitness,husband,48.17,1,59,0,1,202411,11,3,0,4,4,0.0000,0.5248,1,-1
PD_21006828,Like,Fashion,at,144.61,2,52,1,1,202402,2,1,0,1,8,0.4980,0.4980,2,2
PD_21008552,Seven,Books,officer,360.95,1,46,0,1,202311,11,0,0,3,3,0.0000,0.4954,4,2
PD_21006231,People,Fashion,course,351.32,1,31,1,0,202301,1,0,0,8,8,0.4980,0.0000,6,3
PD_21001528,Role,Books,in,163.69,2,49,1,0,202309,9,0,0,5,10,0.4954,0.0000,2,5
PD_21002380,Create,Fitness,scientist,196.37,2,39,1,0,202412,12,2.5,0,3,6,0.5248,0.0000,2,2
PD_21000964,Sense,Fitness,big,38.58,3,55,0,1,202404,4,2.67,0,1,3,0.0000,0.5248,3,5
PD_21002378,Year,Fashion,customer,460.07,1,45,0,1,202304,4,0,0,8,8,0.0000,0.4980,1,5
PD_21004556,Mr,Fashion,item,120.96,1,35,1,0,202305,5,0,0,3,3,0.4980,0.0000,3,-1
PD_21008281,Very,Fitness,ball,69.03,4,47,0,1,202308,8,1.75,0,5,19,0.0000,0.5248,4,5
PD_21004639,She,"Home Appliance",eye,212.64,1,34,0,1,202408,8,0,0,6,6,0.0000,0.5274,7,2
PD_21006337,Source,Fashion,country,142.51,1,56,0,1,202310,10,0,0,3,3,0.0000,0.4980,4,5
PD_21008492,Assume,Fashion,bit,26.15,3,44,1,0,202403,3,2,0,10,28,0.4980,0.0000,1,2
PD_21002961,Figure,Books,want,56.92,1,36,0,1,202302,2,0,0,9,9,0.0000,0.4954,3,1
PD_21004522,Would,"Home Appliance",past,488.58,1,46,1,0,202411,11,0,0,1,1,0.5274,0.0000,3,-4
PD_21007672,How,"Home Appliance",voice,415.07,1,52,0,1,202311,11,0,0,2,2,0.0000,0.5274,4,-4
PD_21008125,Stuff,"Home Appliance",quite,60.15,1,24,1,0,202301,1,0,0,8,8,0.5274,0.0000,6,5
PD_21009158,Everything,Fitness,particular,475.84,2,47,1,0,202303,3,0.5,0,7,7,0.5248,0.0000,4,2
PD_21009223,Either,"Home Appliance",various,417.1,1,48,1,0,202310,10,1,0,6,6,0.5274,0.0000,3,2
PD_21001327,American,Books,reduce,104.05,1,48,1,0,202310,10,0,0,2,2,0.4954,0.0000,4,5
PD_21002572,Middle,Books,month,42.98,1,23,1,0,202401,1,0,0,2,2,0.4954,0.0000,6,1
PD_21001255,Up,Electronics,also,83.83,1,48,0,1,202408,8,0,0,3,3,0.0000,0.4976,2,4
PD_21002861,Newspaper,Electronics,bad,12.41,4,49,1,0,202305,5,2.75,1,8,16,0.4976,0.0000,3,2
PD_21003870,Air,Fitness,example,137.38,2,53,1,0,202402,2,2.5,0,9,18,0.5248,0.0000,3,-1
PD_21004883,Every,Fashion,most,69.93,2,55,1,0,202305,5,4,0,7,15,0.4980,0.0000,2,-1
PD_21006705,Capital,Electronics,executive,70.22,1,51,0,1,202405,5,0,0,7,7,0.0000,0.4976,3,2
PD_21008092,Sound,Books,case,285.47,1,60,1,0,202404,4,0,0,10,10,0.4954,0.0000,1,2
PD_21008593,Teacher,Fitness,year,284.64,1,43,1,0,202305,5,0,0,10,10,0.5248,0.0000,4,-1
PD_21000282,Argue,"Home Appliance",hot,357.29,1,68,1,0,202304,4,0,0,2,2,0.5274,0.0000,5,5
PD_21002100,Or,Fitness,exist,45.15,1,45,1,0,202312,12,2,0,5,5,0.5248,0.0000,4,2
PD_21001737,Save,Electronics,paper,96.26,1,63,1,0,202305,5,0,0,7,7,0.4976,0.0000,5,2
PD_21002144,Learn,Fitness,west,39.38,2,60,1,1,202406,6,0,0,7,13,0.5248,0.5248,1,2
PD_21002400,Himself,Books,catch,460.75,3,31,1,1,202311,11,2.33,0,1,5,0.4954,0.4954,7,2
PD_21007020,Building,Fashion,land,122.89,1,66,1,0,202401,1,0,0,8,8,0.4980,0.0000,5,3
PD_21007168,Southern,"Home Appliance",glass,12.88,1,68,1,0,202312,12,0,0,2,2,0.5274,0.0000,5,1
PD_21005841,Catch,"Home Appliance",continue,259.62,2,30,0,1,202406,6,0,1,15,15,0.0000,0.5274,7,2
PD_21000404,The,Books,small,115.51,1,64,1,0,202308,8,0,0,1,1,0.4954,0.0000,5,2
PD_21001090,From,Books,hospital,441.71,1,65,1,0,202311,11,0,0,6,6,0.4954,0.0000,5,2
PD_21001748,House,"Home Appliance",good,400.17,2,29,1,0,202412,12,2,0,5,10,0.5274,0.0000,7,1
PD_21005682,Painting,"Home Appliance",focus,448.07,2,54,1,0,202411,11,1,0,9,18,0.5274,0.0000,4,-4
PD_21009400,Then,"Home Appliance",maintain,187.73,1,44,0,1,202404,4,0,0,10,10,0.0000,0.5274,3,5
PD_21000773,Wind,Fitness,enjoy,206.83,1,63,1,0,202404,4,0,0,2,2,0.5248,0.0000,6,5
PD_21001218,Attack,Books,thousand,15.84,1,30,0,1,202302,2,0,0,8,8,0.0000,0.4954,7,1
PD_21002037,He,"Home Appliance",wall,62.03,1,45,1,0,202312,12,0,0,4,4,0.5274,0.0000,3,1
PD_21003886,After,Fitness,wrong,378.47,1,66,0,1,202411,11,0,0,5,5,0.0000,0.5248,6,-1
PD_21009235,Key,Fitness,environmental,274.2,1,49,1,0,202410,10,2,0,4,4,0.5248,0.0000,3,2
PD_21000723,Onto,Fitness,great,443.19,1,60,0,1,202310,10,0,0,9,9,0.0000,0.5248,1,2
PD_21005501,Both,Fashion,eight,467.8,1,46,0,1,202301,1,0,0,5,5,0.0000,0.4980,1,3
PD_21005979,Push,Fitness,kitchen,40.56,1,38,1,0,202312,12,0,0,4,4,0.5248,0.0000,2,2
PD_21002224,Federal,Electronics,board,402.17,1,21,1,0,202308,8,0,0,2,2,0.4976,0.0000,6,4
PD_21008105,Decide,Books,table,263.25,1,57,0,1,202403,3,0,0,5,5,0.0000,0.4954,1,2
PD_21000087,My,Electronics,like,295.87,3,48,1,0,202406,6,1,0,9,27,0.4976,0.0000,2,2
PD_21000734,Eight,Fitness,boy,34.14,2,60,1,0,202409,9,2.5,0,7,14,0.5248,0.0000,1,2
PD_21001662,Look,Electronics,write,373.34,2,20,1,0,202403,3,0.5,0,9,18,0.4976,0.0000,6,1
PD_21002108,Around,Fashion,these,438.11,1,39,1,0,202410,10,0,0,10,10,0.4980,0.0000,3,5
PD_21007323,Choose,Electronics,seek,165.18,1,31,0,1,202302,2,0,0,2,2,0.0000,0.4976,7,2
PD_21009173,Fund,"Home Appliance",side,399.58,5,39,1,1,202303,3,2.2,0,3,30,0.5274,0.5274,2,-1
PD_21000390,Everyone,Fitness,kitchen,389.84,1,63,1,0,202310,10,0,0,5,5,0.5248,0.0000,6,2
PD_21002432,Sister,"Home Appliance",attack,132.72,1,51,0,1,202304,4,0,0,9,9,0.0000,0.5274,4,5
PD_21003146,Little,Electronics,improve,494.98,1,25,1,0,202310,10,0,0,3,3,0.4976,0.0000,6,4
PD_21007416,Dog,Fitness,training,100.81,1,62,0,1,202406,6,3,0,7,7,0.0000,0.5248,1,2
PD_21009197,Impact,Books,true,387.12,1,45,0,1,202403,3,0,0,9,9,0.0000,0.4954,4,2
PD_21006568,Project,"Home Appliance",part,216.58,2,48,1,0,202311,11,2,1,6,6,0.5274,0.0000,3,-4
PD_21001089,Risk,Fitness,town,306.81,2,42,0,1,202304,4,2,0,8,16,0.0000,0.5248,4,5
PD_21002587,Receive,Books,event,146.24,2,54,0,1,202308,8,0,0,6,8,0.0000,0.4954,2,2
PD_21008902,Feel,Books,over,243.25,1,27,0,1,202307,7,0,0,1,1,0.0000,0.4954,7,5
PD_21008440,Thing,Fitness,son,94.37,1,34,1,0,202309,9,0,0,10,10,0.5248,0.0000,7,2
PD_21000853,These,Fitness,prove,30.56,1,41,0,1,202411,11,0,0,6,6,0.0000,0.5248,2,-1
PD_21001133,Glass,Books,here,327.36,2,46,1,0,202407,7,4,0,7,14,0.4954,0.0000,4,5
PD_21006359,Task,Electronics,save,150.85,1,48,1,0,202410,10,0,0,6,6,0.4976,0.0000,2,4
PD_21000875,Center,Fashion,away,410.97,1,46,0,1,202309,9,0,0,8,8,0.0000,0.4980,1,5
PD_21001634,Because,"Home Appliance",someone,288.94,1,51,1,0,202307,7,2,0,6,6,0.5274,0.0000,4,-1
PD_21002661,Writer,Fitness,total,249.18,3,57,1,0,202402,2,3.33,0,7,21,0.5248,0.0000,1,-1
PD_21003965,Article,Electronics,never,301.47,2,38,1,0,202303,3,4,0,3,6,0.4976,0.0000,4,1
PD_21006286,Little,Fitness,police,156.11,1,60,0,1,202411,11,0,0,5,5,0.0000,0.5248,1,-1
PD_21009472,Occur,Books,work,117.74,1,34,1,0,202307,7,0,0,6,6,0.4954,0.0000,7,5
PD_21008078,Across,Electronics,suggest,118.74,2,31,1,0,202312,12,0,0,8,17,0.4976,0.0000,7,2
PD_21008521,Affect,Books,thus,175.13,2,32,0,1,202309,9,2,1,10,10,0.0000,0.4954,7,5
PD_21008814,Type,Fashion,him,42.63,3,32,1,1,202309,9,0.33,1,15,15,0.4980,0.4980,6,5
PD_21006799,Yard,Fashion,member,405.72,3,49,1,1,202302,2,1.67,1,17,24,0.4980,0.4980,2,2
PD_21002804,Leader,Electronics,well,448.35,2,46,1,0,202401,1,1,1,17,17,0.4976,0.0000,2,5
PD_21001574,White,"Home Appliance",however,64.21,4,48,1,1,202305,5,2.5,1,10,18,0.5274,0.5274,3,-1
PD_21006181,Idea,Fashion,their,106.81,2,63,1,0,202307,7,1,1,5,5,0.4980,0.0000,5,-1
PD_21004466,Treatment,"Home Appliance",knowledge,404.08,1,63,0,1,202304,4,1,0,5,5,0.0000,0.5274,5,5
PD_21004814,Everything,Fashion,team,497.59,1,43,1,0,202408,8,0,0,9,9,0.4980,0.0000,1,2
PD_21002674,Science,Fashion,begin,122.53,1,37,0,1,202311,11,5,0,7,7,0.0000,0.4980,3,2
PD_21002781,National,Fashion,American,66.96,1,27,1,0,202401,1,0,0,3,3,0.4980,0.0000,6,3
PD_21006824,Whole,"Home Appliance",population,333.82,2,45,0,1,202308,8,0,0,8,15,0.0000,0.5274,3,2
PD_21008249,West,Electronics,machine,345.41,1,64,1,0,202409,9,2,0,7,7,0.4976,0.0000,5,2
PD_21009655,Tax,"Home Appliance",dark,25.9,1,63,1,0,202306,6,4,0,9,9,0.5274,0.0000,5,2
PD_21001828,Day,"Home Appliance",hundred,202.81,1,24,1,0,202404,4,1,0,9,9,0.5274,0.0000,6,5
PD_21005496,Some,"Home Appliance",watch,372.59,1,20,1,0,202305,5,0,0,5,5,0.5274,0.0000,6,-1
PD_21006394,Others,Fitness,course,26.04,2,46,1,0,202406,6,0,1,6,6,0.5248,0.0000,4,2
PD_21009807,Decade,Fashion,day,241.43,1,55,1,0,202406,6,5,0,6,6,0.4980,0.0000,2,0
PD_21003941,Although,Fitness,first,415.37,1,52,0,1,202403,3,2,0,3,3,0.0000,0.5248,3,2
PD_21007287,Assume,Fitness,need,360.81,2,34,1,0,202308,8,2.5,0,6,12,0.5248,0.0000,7,5
PD_21009539,Improve,Books,manage,366.92,3,64,1,0,202304,4,3.33,0,10,16,0.4954,0.0000,5,2
PD_21000598,Present,"Home Appliance",carry,309.42,1,50,1,0,202309,9,1,0,2,2,0.5274,0.0000,4,2
PD_21006738,Stuff,Fashion,miss,47.56,3,69,0,1,202301,1,1.67,0,7,21,0.0000,0.4980,5,3
PD_21009932,Civil,Electronics,bit,365.29,1,43,1,0,202411,11,2,0,9,9,0.4976,0.0000,2,-1
PD_21003448,Available,Electronics,price,281.21,1,18,0,1,202404,4,1,0,9,9,0.0000,0.4976,6,2
PD_21001002,Prepare,Electronics,could,118.8,1,66,1,0,202302,2,0,0,6,6,0.4976,0.0000,5,2
PD_21000934,Director,Books,century,494.78,2,56,1,1,202301,1,0,0,7,11,0.4954,0.4954,1,1
PD_21001403,Happy,Books,recent,67.86,1,64,0,1,202410,10,5,0,8,8,0.0000,0.4954,5,5
PD_21004967,Specific,Fashion,cup,323.99,3,44,1,0,202309,9,0.67,0,10,22,0.4980,0.0000,1,5
PD_21008234,List,Fashion,guess,492.25,5,51,1,1,202310,10,2.2,0,10,29,0.4980,0.4980,2,5
PD_21002598,Religious,"Home Appliance",turn,169.05,1,49,1,0,202409,9,0,0,5,5,0.5274,0.0000,4,2
PD_21002690,Speech,Books,Mr,209.43,2,36,1,1,202307,7,2.5,0,4,7,0.4954,0.4954,3,5
PD_21006717,Over,Fashion,kid,394.65,1,54,0,1,202403,3,0,0,10,10,0.0000,0.4980,2,2
PD_21008311,Recently,Fashion,discussion,491.58,1,37,0,1,202310,10,4,0,1,1,0.0000,0.4980,3,5
PD_21009471,Material,Fashion,moment,208.82,2,36,0,1,202301,1,0,0,8,18,0.0000,0.4980,3,3
PD_21009904,Someone,"Home Appliance",doctor,415.66,1,25,0,1,202312,12,0,0,2,2,0.0000,0.5274,6,1
PD_21003811,Science,Electronics,forward,437.46,3,35,1,0,202305,5,3.33,0,4,12,0.4976,0.0000,4,2
PD_21009654,Kitchen,"Home Appliance",dream,449.1,1,54,1,0,202304,4,0,0,2,2,0.5274,0.0000,4,5
PD_21001587,Opportunity,Electronics,care,423.78,1,32,0,1,202409,9,5,0,6,6,0.0000,0.4976,7,2
PD_21004596,Church,Books,other,138.22,1,38,1,0,202403,3,0,0,3,3,0.4954,0.0000,3,2
PD_21002831,Idea,Fitness,early,451.56,1,65,0,1,202405,5,0,0,7,7,0.0000,0.5248,6,-1
PD_21007406,Alone,Books,book,78.29,2,48,1,1,202305,5,1,0,2,12,0.4954,0.4954,4,6
PD_21008654,Short,"Home Appliance",lead,287.28,1,40,0,1,202403,3,0,0,10,10,0.0000,0.5274,2,-1
PD_21005053,Foreign,Fitness,use,355.86,1,24,1,0,202304,4,0,0,6,6,0.5248,0.0000,5,5
PD_21009094,Nice,Electronics,accept,293.41,1,65,1,0,202408,8,4,0,10,10,0.4976,0.0000,5,4
PD_21009200,Final,Fitness,writer,396.68,1,50,0,1,202309,9,0,0,9,9,0.0000,0.5248,3,2
PD_21009508,War,"Home Appliance",yeah,80.48,1,23,1,0,202310,10,0,0,9,9,0.5274,0.0000,6,2
PD_21009536,Worker,Fashion,risk,74.82,1,36,1,0,202307,7,2,0,5,5,0.4980,0.0000,3,-1
PD_21002159,Relationship,Books,social,121.06,1,69,1,0,202408,8,1,0,3,3,0.4954,0.0000,5,2
PD_21000767,Peace,"Home Appliance",authority,383.5,1,38,1,0,202303,3,1,0,1,1,0.5274,0.0000,2,-1
PD_21001532,In,Books,after,188.37,1,65,0,1,202401,1,0,0,2,2,0.0000,0.4954,5,1
PD_21004097,Interest,Fitness,policy,376.98,1,50,1,0,202310,10,0,0,9,9,0.5248,0.0000,3,2
PD_21004563,Democrat,Fashion,executive,248.56,1,39,0,1,202407,7,0,0,6,6,0.0000,0.4980,3,-1
PD_21005518,Plan,Fashion,modern,291.44,1,55,0,1,202301,1,0,0,9,9,0.0000,0.4980,2,3
PD_21001144,Speak,Fitness,decision,182.03,1,58,1,0,202307,7,5,0,6,6,0.5248,0.0000,1,2
PD_21002734,Scene,Books,quickly,149.92,1,53,1,0,202404,4,3,0,2,2,0.4954,0.0000,2,2
PD_21003009,Raise,Fashion,former,299.48,1,46,1,0,202406,6,0,0,8,8,0.4980,0.0000,1,0
PD_21000449,Point,Fashion,enjoy,437.94,1,47,1,0,202408,8,5,0,3,3,0.4980,0.0000,1,2
PD_21000732,Sport,Fashion,top,137.97,1,62,0,1,202311,11,5,0,2,2,0.0000,0.4980,4,2
PD_21002938,Impact,Fitness,degree,150.41,2,39,1,1,202301,1,3.5,0,6,11,0.5248,0.5248,2,2
PD_21003277,Product,Books,person,482.92,1,46,1,0,202402,2,4,0,3,3,0.4954,0.0000,4,1
PD_21006499,Pm,Books,reality,136.71,1,43,1,0,202409,9,0,0,6,6,0.4954,0.0000,4,5
PD_21008597,Government,"Home Appliance",ball,150.37,1,69,0,1,202401,1,4,0,10,10,0.0000,0.5274,5,5
PD_21006563,Step,Fitness,hit,28.1,1,68,0,1,202404,4,4,0,8,8,0.0000,0.5248,6,5
PD_21007978,For,Electronics,lawyer,138.82,2,42,1,1,202309,9,0.5,0,3,9,0.4976,0.4976,2,2
PD_21009617,Specific,Electronics,common,437.44,3,53,1,1,202311,11,3,1,15,22,0.4976,0.4976,3,-1
PD_21009706,Decision,"Home Appliance",on,339.12,1,39,0,1,202402,2,0,0,7,7,0.0000,0.5274,2,2
PD_21003130,Next,Fitness,knowledge,432.22,3,47,1,1,202305,5,1.67,0,9,19,0.5248,0.5248,4,-1
PD_21003842,Teacher,"Home Appliance",that,496.91,1,22,0,1,202412,12,0,0,8,8,0.0000,0.5274,6,1
PD_21003890,Response,Fashion,box,302.87,1,43,0,1,202412,12,0,0,2,2,0.0000,0.4980,1,2
PD_21005209,Inside,"Home Appliance",leader,280.08,1,54,1,0,202311,11,2,0,8,8,0.5274,0.0000,4,-4
PD_21009591,Relate,Electronics,without,129.31,1,53,0,1,202406,6,0,0,2,2,0.0000,0.4976,3,2
PD_21008730,Whether,Fitness,build,273.6,1,23,0,1,202309,9,2,0,4,4,0.0000,0.5248,5,2
PD_21002727,Price,Fitness,ahead,496.55,1,69,0,1,202301,1,0,0,7,7,0.0000,0.5248,6,2
PD_21005192,Mean,Electronics,until,80.71,1,58,0,1,202404,4,0,0,7,7,0.0000,0.4976,1,2
PD_21006092,Subject,"Home Appliance",floor,46.33,1,28,1,0,202303,3,1,0,10,10,0.5274,0.0000,7,-1
PD_21007068,Grow,Electronics,another,246.87,1,51,1,0,202312,12,0,0,9,9,0.4976,0.0000,3,2
PD_21007818,Idea,Electronics,hear,96.7,1,32,0,1,202402,2,0,0,1,1,0.0000,0.4976,7,2
PD_21009374,Reach,"Home Appliance",protect,456.46,1,35,1,0,202310,10,1,0,1,1,0.5274,0.0000,2,2
PD_21006546,Community,Fitness,executive,20.44,1,56,1,0,202410,10,0,0,1,1,0.5248,0.0000,1,2
PD_21005653,Result,"Home Appliance",admit,291.71,1,45,1,0,202412,12,0,0,4,4,0.5274,0.0000,3,1
PD_21008373,Act,Fitness,billion,304.32,1,70,1,0,202310,10,0,0,2,2,0.5248,0.0000,6,2
PD_21002975,Expert,"Home Appliance",show,14.87,3,32,1,1,202402,2,3,1,14,18,0.5274,0.5274,7,2
PD_21004716,Daughter,Books,team,134.22,1,41,0,1,202302,2,3,0,1,1,0.0000,0.4954,3,1
PD_21007694,Different,Fashion,above,162.59,1,39,1,0,202401,1,1,0,3,3,0.4980,0.0000,3,3
PD_21001872,Event,Electronics,carry,144.57,1,31,0,1,202310,10,4,0,4,4,0.0000,0.4976,7,4
PD_21007480,Congress,Fashion,though,191.41,2,47,0,1,202312,12,4.5,0,7,14,0.0000,0.4980,1,2
PD_21007695,Machine,"Home Appliance",red,475.42,1,53,0,1,202408,8,0,0,2,2,0.0000,0.5274,4,2
PD_21007795,Through,Fashion,old,63.4,1,36,1,0,202410,10,0,0,4,4,0.4980,0.0000,3,5
PD_21006564,Sing,"Home Appliance",course,403.31,1,67,1,0,202402,2,4,0,5,5,0.5274,0.0000,5,2
PD_21009056,End,Fashion,identify,293.24,1,34,0,1,202406,6,0,0,1,1,0.0000,0.4980,6,0
PD_21008043,Through,Fashion,its,226.48,2,49,0,1,202406,6,1.5,0,7,14,0.0000,0.4980,2,0
PD_21008158,Stock,Electronics,force,232.69,1,30,0,1,202304,4,3,0,8,8,0.0000,0.4976,7,2
PD_21003103,Per,"Home Appliance",trade,342.65,4,40,1,1,202302,2,2.25,0,10,36,0.5274,0.5274,2,2
PD_21004147,Step,Fitness,audience,12.11,1,22,1,0,202409,9,2,0,1,1,0.5248,0.0000,5,2
PD_21004198,Artist,"Home Appliance",room,364.85,2,41,1,0,202403,3,0,0,5,14,0.5274,0.0000,2,-1
PD_21005995,Property,Books,religious,416.86,1,45,1,0,202301,1,0,0,8,8,0.4954,0.0000,4,1
PD_21008609,Memory,Electronics,mention,58.72,1,59,1,0,202301,1,0,0,1,1,0.4976,0.0000,1,5
PD_21007553,Old,"Home Appliance",beat,284.48,1,36,1,0,202403,3,0,0,4,4,0.5274,0.0000,2,-1
PD_21009860,End,Fitness,so,349.71,1,21,1,0,202403,3,0,0,9,9,0.5248,0.0000,5,2
PD_21008598,Happen,Fashion,site,436.63,2,63,0,1,202307,7,0,0,8,14,0.0000,0.4980,5,-1
PD_21005046,Soon,Fashion,important,148.91,1,61,1,0,202308,8,0,0,3,3,0.4980,0.0000,4,2
PD_21009384,Oil,"Home Appliance",yourself,368.01,1,37,1,0,202310,10,1,0,5,5,0.5274,0.0000,2,2
PD_21000502,Computer,Fashion,mean,70.87,2,51,0,1,202403,3,2,0,8,16,0.0000,0.4980,2,2
PD_21002199,Whose,Books,against,308.91,2,48,0,1,202412,12,3,0,8,16,0.0000,0.4954,4,0
PD_21002859,Many,Fitness,enjoy,289.53,1,41,1,0,202310,10,4,0,6,6,0.5248,0.0000,2,2
PD_21003596,Responsibility,Books,country,11.69,1,38,1,0,202409,9,0,0,9,9,0.4954,0.0000,3,5
PD_21000068,Common,Books,pay,226.04,1,52,1,0,202402,2,5,0,8,8,0.4954,0.0000,2,1
PD_21000612,Ready,Electronics,card,247.64,1,22,1,0,202402,2,3,0,9,9,0.4976,0.0000,6,2
PD_21007729,Center,Fashion,man,196.15,1,64,0,1,202405,5,0,0,6,6,0.0000,0.4980,5,-1
PD_21003172,Open,"Home Appliance",president,186.93,3,46,1,1,202312,12,0.33,0,9,18,0.5274,0.5274,3,1
PD_21000657,Enjoy,Fitness,nor,407.36,2,60,1,1,202405,5,0,1,17,17,0.5248,0.5248,1,-1
PD_21002565,Not,"Home Appliance",social,52.97,1,69,0,1,202401,1,4,0,5,5,0.0000,0.5274,5,5
PD_21000830,There,Books,address,50.1,1,18,1,0,202410,10,0,0,6,6,0.4954,0.0000,6,5
PD_21002841,Large,Books,carry,273.32,1,40,1,0,202301,1,4,0,8,8,0.4954,0.0000,3,1
PD_21005919,Third,Fitness,among,327.19,2,44,1,0,202305,5,0,0,9,13,0.5248,0.0000,4,-1
PD_21009186,Region,Fitness,instead,354.64,1,51,1,0,202411,11,0,0,2,2,0.5248,0.0000,3,-1
PD_21005175,Individual,Fashion,society,430.3,1,35,0,1,202409,9,0,0,1,1,0.0000,0.4980,3,5
PD_21003651,School,Fitness,check,228.15,1,25,1,0,202405,5,3,0,6,6,0.5248,0.0000,5,-1
PD_21006423,Try,Fitness,land,465.23,1,40,0,1,202411,11,0,0,7,7,0.0000,0.5248,2,-1
PD_21008583,Walk,Fashion,adult,102.93,1,45,0,1,202409,9,3,0,4,4,0.0000,0.4980,1,5
PD_21002965,Conference,Books,arrive,47.7,3,50,1,1,202301,1,3,0,3,13,0.4954,0.4954,2,1
PD_21003554,Word,Fitness,century,29.72,1,52,1,0,202308,8,5,0,7,7,0.5248,0.0000,3,5
PD_21009458,Bit,"Home Appliance",stay,475.75,1,30,0,1,202407,7,0,0,5,5,0.0000,0.5274,7,-1
PD_21001047,At,Books,million,301.67,1,70,1,0,202412,12,0,0,5,5,0.4954,0.0000,5,0
PD_21006583,Quite,Fitness,mission,463.57,1,36,1,0,202311,11,3,0,1,1,0.5248,0.0000,2,-1
PD_21001994,Involve,Electronics,woman,353.19,1,60,0,1,202301,1,1,0,6,6,0.0000,0.4976,1,5
PD_21003500,Stand,Fitness,final,138.92,1,52,1,0,202309,9,0,0,8,8,0.5248,0.0000,3,2
PD_21004170,We,Books,off,439.59,1,70,1,0,202403,3,0,0,2,2,0.4954,0.0000,5,2
PD_21001452,Detail,Electronics,idea,406.68,2,60,1,0,202305,5,2.5,0,10,20,0.4976,0.0000,1,2
PD_21000608,That,Fitness,star,279.74,1,70,0,1,202310,10,0,0,3,3,0.0000,0.5248,6,2
PD_21004020,Himself,Fashion,save,265.7,1,31,1,0,202302,2,0,0,1,1,0.4980,0.0000,6,2
PD_21004719,Feeling,Fitness,bag,342.08,2,39,1,0,202309,9,3,0,8,16,0.5248,0.0000,2,2
PD_21000572,Eye,"Home Appliance",current,338.07,2,63,0,1,202309,9,4,0,8,16,0.0000,0.5274,5,2
PD_21002295,,"Home Appliance",begin,461.97,2,28,1,0,202312,12,0,0,3,7,0.5274,0.0000,7,1
